ADD TYG 567,3 25235 725182
SEARCH OEP 151,3 53424 830185
REMOVE UYP 25,9 52592 106560
ADD IHJ 483,9 37072 676439
SEARCH CNP 94,3 43624 937926
SEARCH NOR 82,6 67627 152864
REMOVE XUY 845,7 42331 944890
SEARCH YCR 803,7 93665 79540
ADD SSQ 727,9 33405 619574
UPDATE QPG YNQ 63,3 54737 900748
ADD XOV 490,1 88266 728291
UPDATE REK SSU 56,3 41504 728736
REMOVE VTC 54,2 59326 402314
SEARCH DTA 725,3 39882 605131
REMOVE XQV 366,9 79827 612032
UPDATE SAR GUX 98,2 77882 929446
REMOVE YPG 935,2 12464 853279
REMOVE GXA 645,0 30312 739310
REMOVE JPL 243,2 84549 21834
ADD VAR 397,7 11620 663931
SEARCH EWR 778,0 99124 471709
REMOVE GCM 793,7 64717 548070
SEARCH HCO 357,2 53153 224741
REMOVE WMV 719,6 44697 54053
REMOVE AQG 366,9 12386 734537
UPDATE GJA ISG 55,0 98188 155876
ADD KFL 260,9 93304 212725
REMOVE GPO 716,7 27059 382182
ADD QDO 689,1 11825 998979
ADD GQG 387,1 35152 207842
ADD STP 950,2 63127 679599
REMOVE ESP 163,2 4012 693809
UPDATE TCO GTS 95,0 12909 515236
ADD CEB 652,6 67479 521048
REMOVE QIE 216,6 47293 226940
ADD BOW 447,0 72884 130972
ADD YMJ 435,8 40799 921888
UPDATE OVN VKS 41,8 33363 660791
REMOVE CPT 739,6 33109 812031
SEARCH AEH 967,8 8938 385825
ADD YRZ 69,5 80100 93953
REMOVE VPY 849,0 64279 839942
ADD THS 757,6 11045 515220
REMOVE VOQ 129,7 4882 497704
ADD ADT 871,2 78573 812918
ADD PQU 542,7 65153 841168
UPDATE MLS RLR 17,9 75827 916526
ADD GHK 460,9 5119 897744
ADD AKP 691,6 58661 678873
ADD MXZ 1,3 33151 941231
REMOVE IZM 653,1 60948 870306
ADD KJY 197,6 78222 907432
ADD UGU 493,8 7456 430366
ADD ONU 211,1 66940 736918
ADD BMO 223,1 4448 415100
SEARCH CHJ 874,6 33897 543791
ADD AXO 89,7 59623 328479
REMOVE UOL 30,3 8900 399471
ADD JNI 665,2 24208 649565
ADD DPL 514,3 91689 15050
ADD DCJ 975,5 30413 542191
UPDATE IDD XOV 30,8 43731 849096
UPDATE XQC KUP 77,9 6136 335530
REMOVE KBM 390,1 58907 63896
ADD FBB 877,2 90886 638557
UPDATE SKA QZY 13,8 30663 605470
REMOVE UVZ 438,4 99583 886384
SEARCH MGS 337,1 84608 521362
REMOVE RKI 553,5 50468 927515
REMOVE PBW 207,6 87930 658979
SEARCH VLC 540,3 47014 921292
SEARCH HPF 570,4 75760 242378
REMOVE GON 66,6 59360 625005
ADD SLD 541,3 76387 504022
UPDATE QVN YLY 74,2 59579 478366
REMOVE CXF 377,6 50610 943473
ADD VWY 664,2 24364 23187
SEARCH CMT 284,0 24916 205662
SEARCH PLB 277,0 64603 286451
REMOVE BFQ 924,8 97958 459864
UPDATE LGS DHJ 66,6 91947 489053
ADD GOM 995,8 69403 288853
ADD GYM 979,1 5656 388356
UPDATE SOI DZQ 65,3 36908 25884
ADD WWZ 903,8 95052 45206
ADD JCM 770,7 50461 729310
ADD DGT 312,1 68000 720197
SEARCH WWO 804,2 74723 93546
UPDATE XZW XBW 3,0 67548 131940
SEARCH WWX 958,6 50647 519328
REMOVE MDW 300,7 55305 144604
SEARCH WIB 529,0 66984 770768
REMOVE UFQ 69,1 95232 142492
ADD HID 276,5 98909 704316
ADD ENG 556,3 69731 587658
ADD KLY 572,9 31025 285867
SEARCH LMZ 867,3 44184 108968
ADD JPC 363,5 66225 567533
REMOVE TUR 838,4 12450 584193
ADD JVS 125,1 0 145886
ADD GFX 187,9 56022 143392
UPDATE KOC QLC 62,9 70215 706439
UPDATE HTI FSN 47,6 63579 93823
ADD JTG 869,7 24725 197525
SEARCH ZPN 374,5 70847 427383
UPDATE UBH NUP 36,6 96830 985360
UPDATE QMT XSS 39,9 92947 366838
REMOVE AZZ 176,3 91831 536391
REMOVE VJX 672,2 11676 763744
REMOVE VOB 541,0 29262 688035
ADD BQU 723,2 65520 828609
ADD HPJ 244,9 51212 424033
REMOVE FFG 743,6 53071 210264
REMOVE PCQ 702,3 81838 999147
UPDATE CTH QGG 28,2 14284 486973
ADD CMO 532,7 62059 302230
ADD NLI 189,8 12959 521021
SEARCH YAH 696,2 11227 73356
ADD GAX 97,0 81472 132165
REMOVE CHS 62,0 43218 866499
ADD ZOS 556,7 66544 441869
ADD JHT 990,6 53614 681460
SEARCH TZO 468,1 97701 207493
ADD RGC 893,9 81787 574914
REMOVE KKQ 685,5 84992 726739
ADD SRL 170,6 90316 719581
ADD VBW 589,3 15276 442413
ADD ESV 214,0 85910 36188
REMOVE FGH 647,4 84326 469381
REMOVE VFY 619,9 5226 593301
SEARCH JRG 805,5 81605 117723
UPDATE ETP RWX 45,6 69309 46438
UPDATE HWR FTG 3,6 49940 536654
ADD AGW 41,5 95349 615989
SEARCH VOD 724,6 81032 786418
REMOVE IST 968,6 17863 475375
REMOVE AIC 330,6 41182 333938
UPDATE AMW CYD 20,1 33970 517807
REMOVE OTG 501,4 69365 31452
ADD GET 893,7 50099 917549
ADD EAI 79,4 34976 268575
REMOVE KLN 753,6 62237 333151
ADD FXI 788,4 89859 146670
ADD FVE 966,0 74813 955756
UPDATE EQP DPL 58,4 23366 807185
ADD QUT 953,5 93962 435581
ADD QVK 461,2 13121 553344
ADD JBF 689,8 73624 152979
REMOVE IFV 168,1 29810 161832
REMOVE DLT 726,6 65135 128617
ADD HXF 388,6 31877 127030
REMOVE WCX 612,0 2898 779868
ADD ZCX 413,5 35673 300673
REMOVE EYF 75,1 6047 598853
SEARCH QMA 689,5 45856 530208
SEARCH BYQ 540,8 38646 753188
ADD XQJ 620,8 77982 265657
ADD LIP 519,9 46989 314545
REMOVE KGO 360,8 37878 620501
REMOVE EXS 190,1 31061 762791
ADD RRJ 544,7 91642 5710
ADD IAG 242,0 30469 7220
SEARCH BNS 511,7 97926 632210
ADD XFZ 653,1 79783 557059
ADD YTD 215,3 90178 752247
UPDATE GWS PDR 42,7 92632 872119
SEARCH IGV 216,5 42614 23586
REMOVE MEH 158,8 19794 562365
REMOVE XYC 457,7 93182 223829
REMOVE XOO 406,0 51743 250154
REMOVE VNN 436,2 18285 939602
ADD RHQ 691,6 21658 236800
ADD DSC 216,2 42219 487411
UPDATE HTI ERH 21,3 70317 764339
SEARCH OJD 554,9 42532 744991
REMOVE ARB 691,6 69044 836423
ADD IVW 133,4 57956 763733
SEARCH HFQ 245,3 28196 651399
ADD QGT 304,9 3388 59969
REMOVE ORV 702,7 36417 255628
REMOVE JCC 535,4 73671 970402
ADD KNC 73,0 96520 798275
SEARCH VSH 333,6 32106 228692
UPDATE UGV UUB 68,1 87215 670846
REMOVE ZPL 91,7 80947 165694
REMOVE CHA 559,2 98929 56783
REMOVE GIR 379,5 63024 780722
ADD ZJV 530,3 13225 907650
SEARCH RZL 96,7 45588 899365
REMOVE OTG 46,7 93454 726080
SEARCH EOS 942,9 49267 101094
UPDATE GPR ARD 34,4 31080 249605
REMOVE FIN 217,8 82449 397294
ADD DKI 287,5 17419 588742
SEARCH HIQ 223,1 51497 567133
REMOVE GMN 598,8 10380 80850
SEARCH BCF 225,7 67117 457072
ADD LHH 675,1 27305 340946
REMOVE JNX 199,2 42221 313429
ADD EAD 172,8 78885 677420
ADD WNL 160,5 17022 33115
ADD HMU 917,8 69913 121082
ADD WIQ 95,2 27008 901217
REMOVE UYU 601,4 84831 937947
ADD SET 726,5 58781 170290
REMOVE DSW 278,4 23988 738579
ADD MDM 661,0 93997 635718
REMOVE CLP 90,1 22068 139376
REMOVE DWF 811,2 31642 245492
ADD GCT 766,7 71629 910428
ADD HMN 16,9 68650 624225
REMOVE LPK 518,0 62134 681211
REMOVE QZY 344,6 51161 499895
SEARCH BDC 731,3 24822 480347
SEARCH CKU 236,1 65200 722836
SEARCH LKZ 184,2 94416 710877
ADD LHN 164,8 62094 450643
REMOVE VWJ 109,8 84703 50209
SEARCH LZZ 621,8 45344 246443
REMOVE CCN 682,0 52717 297238
ADD DXR 532,5 30921 173497
SEARCH VAS 209,6 48432 341643
REMOVE RWJ 766,0 19955 353869
ADD ZMH 330,1 17948 316341
ADD OLO 459,2 43704 46523
ADD QLV 700,6 29036 118393
REMOVE PZY 887,2 96511 759320
REMOVE AVT 415,6 1216 991827
REMOVE DEH 563,4 18481 674848
SEARCH AJV 592,3 57185 793995
ADD XKU 889,3 19954 191794
UPDATE FPG EHV 63,1 6043 666690
SEARCH QKI 580,0 75332 276054
SEARCH BNO 945,7 4853 434406
ADD EXT 435,0 66808 748403
ADD CZS 24,7 36454 666546
UPDATE NKL XSW 18,0 29322 417531
SEARCH GGF 841,9 77398 999538
UPDATE VCA SYI 12,3 77165 195801
ADD FUW 529,8 35790 908494
REMOVE DAJ 697,3 71470 334523
ADD LKB 888,0 9037 428658
REMOVE HZC 911,4 89448 308426
UPDATE RDQ MJE 95,0 16855 273096
ADD LQC 295,7 70981 495425
ADD FHH 40,0 7011 25450
ADD SBK 256,7 23854 159142
SEARCH UFP 20,7 60259 907767
ADD ULC 53,5 76151 665995
ADD SWG 890,4 66265 567160
SEARCH XYU 81,2 10700 435146
ADD NRY 422,0 9486 574387
ADD JDC 44,8 96455 403636
ADD JEO 468,5 59365 362685
ADD KTY 658,3 74789 315580
ADD WBJ 40,3 19487 574808
ADD SZP 89,1 32848 242372
ADD DJL 287,2 52517 941709
UPDATE SAQ VWD 8,5 13365 35192
SEARCH MKN 210,5 75809 909624
SEARCH LEP 814,8 22050 919534
ADD EII 150,0 38234 663158
REMOVE TXJ 576,4 80023 635717
REMOVE TTC 109,9 80909 236246
ADD KAM 78,7 4739 6726
ADD JVH 966,3 91729 354729
ADD JWG 45,3 62603 163847
ADD KBH 869,9 49736 539227
ADD JZK 497,3 69455 848080
SEARCH SYP 636,5 7804 725678
REMOVE SEY 22,1 92364 740102
REMOVE ICR 404,9 30195 847353
REMOVE VCE 288,1 86918 241139
SEARCH TVN 493,8 27759 174872
ADD RON 62,6 82856 726446
REMOVE OTR 113,2 8275 837973
ADD RZH 826,4 9262 596915
REMOVE FIS 495,1 75831 677471
UPDATE AZY NBP 74,8 66600 572062
REMOVE RDE 513,9 78814 841261
REMOVE VGE 818,3 89225 367735
REMOVE QVY 865,4 62007 441387
REMOVE AAN 743,8 15218 444117
ADD HTN 403,9 70478 401950
UPDATE MMM XJD 30,1 76786 727701
ADD URJ 505,5 43511 443277
REMOVE NSQ 303,8 19624 433990
ADD BBM 607,8 75234 948400
ADD VHI 342,0 54708 399572
REMOVE TFJ 493,5 33089 272043
ADD GNI 269,7 19372 261232
ADD EKV 432,1 63966 125969
UPDATE VSZ APH 44,9 39514 752086
ADD LVK 100,5 10851 477484
UPDATE NHO OVW 49,5 98379 812976
ADD VTD 395,8 80912 269794
ADD YQY 499,3 3363 740540
REMOVE PHF 247,0 56591 117645
ADD WWD 209,5 82267 175578
SEARCH RPI 400,2 28706 598903
ADD NHW 708,9 47267 82979
REMOVE QHZ 29,9 48124 515822
REMOVE AZA 551,4 78637 409058
REMOVE EXW 544,9 26559 469046
SEARCH OWN 893,6 31644 294896
ADD BSZ 688,2 99903 907480
ADD PFO 400,2 1678 19095
REMOVE FUP 461,9 11013 73722
ADD UNH 723,5 11741 760340
UPDATE ELP PTW 16,7 55501 77213
ADD RGQ 147,8 81363 578986
REMOVE RWA 325,6 57273 640068
UPDATE EFV XVY 65,1 92007 721444
ADD SGW 518,7 93378 380824
UPDATE XYC KHH 32,1 63629 904959
UPDATE ZCC ZPQ 85,5 51265 931638
ADD LAO 58,8 94188 775373
ADD MBG 306,2 51787 129364
SEARCH RGC 303,9 85130 58400
REMOVE YRT 998,6 22407 204675
UPDATE WGL PJG 27,0 88178 48505
REMOVE EAC 283,4 66976 64499
ADD TAW 76,6 34817 622503
ADD UXK 110,5 22934 934711
ADD ZNM 70,4 79842 683153
ADD UZT 445,6 32678 315820
ADD KHR 484,2 57831 984990
ADD TOC 294,1 178 789908
SEARCH AGD 636,5 48844 155278
REMOVE SJU 640,7 25162 529738
UPDATE ONP TWU 75,8 32711 865167
ADD LDZ 449,0 67774 555529
REMOVE PHD 412,7 66135 779126
REMOVE ZQS 720,4 68067 893975
ADD XYC 79,6 7485 795329
ADD YWO 319,6 62897 861613
REMOVE CEX 178,0 69925 874128
UPDATE JDU CUK 22,6 7835 996520
REMOVE CRT 182,6 71000 546033
REMOVE RRZ 582,7 73672 495178
REMOVE ZQV 359,8 5636 799590
SEARCH NWF 473,5 58514 328965
REMOVE DZO 416,6 38172 79695
ADD NEW 823,9 26298 614194
ADD UAR 513,3 59279 197547
SEARCH YTE 785,7 72687 222707
ADD ALA 642,3 86206 169033
UPDATE AVQ NRH 11,3 47629 915026
REMOVE QIO 876,9 16138 701775
REMOVE RPN 194,8 97381 393667
ADD GKX 877,1 82691 909252
ADD PMY 994,0 17003 257653
ADD BMU 924,3 53362 119936
ADD FLQ 675,7 10198 318029
ADD ZTC 788,8 22717 569957
SEARCH AIH 965,8 19766 881803
ADD CYS 885,8 18536 65638
SEARCH DQV 863,4 60371 559372
REMOVE UWW 328,5 18948 213180
ADD QUU 3,9 18913 357303
REMOVE JXJ 923,1 56803 319103
ADD UUN 783,9 91145 499044
REMOVE DYW 707,3 88654 129311
REMOVE UUZ 681,2 59527 384153
SEARCH TMP 458,3 35203 843715
REMOVE TYJ 735,5 58170 594698
ADD JSR 840,1 58430 578496
UPDATE UPW SEB 26,1 77452 711477
REMOVE HLE 149,2 69471 926782
UPDATE NDA IHA 50,1 74234 207609
ADD WVI 970,8 57525 117390
ADD HCJ 555,1 74052 544415
REMOVE RNI 824,5 61459 199703
ADD JND 522,7 34787 948689
ADD KUO 482,1 38171 264809
UPDATE ODM UCJ 28,2 54633 197569
ADD RPU 274,0 68782 505252
REMOVE PIX 67,0 56980 763269
REMOVE NXB 33,1 61760 135274
SEARCH XSJ 291,2 88845 794475
SEARCH SDK 435,8 73410 176169
UPDATE KQF TAE 40,8 96953 22663
REMOVE ANG 716,4 5818 749463
ADD GTO 876,6 22921 885623
REMOVE OKC 425,7 79500 470217
ADD YWO 495,7 53609 484830
ADD OPS 154,2 94214 661317
ADD HYY 980,3 90523 305559
ADD POA 798,8 93878 830900
SEARCH BDE 138,6 86124 303196
UPDATE LMR HCV 45,2 23572 454176
SEARCH DEM 903,7 1661 749595
REMOVE SNR 535,3 44221 932384
REMOVE YLR 182,5 41219 98148
ADD KBH 333,1 95638 816056
REMOVE HEE 759,6 32270 497288
ADD ONE 470,4 37784 247678
ADD VBS 819,4 92443 54602
ADD VGA 943,7 69662 812649
ADD UXX 249,5 41193 707445
ADD VPU 516,8 9330 510957
ADD CGB 274,7 36600 786644
ADD NYX 713,1 3679 891449
SEARCH RSO 6,0 68122 775426
UPDATE OLL OTV 96,5 51264 716398
ADD VHS 794,3 59200 27488
ADD UPG 410,9 27820 89753
UPDATE HTO SLP 95,0 6423 244006
REMOVE SRX 503,2 70578 208967
REMOVE ZOD 935,6 71337 444769
REMOVE ASZ 815,6 22548 378651
ADD EWA 280,3 81675 337713
SEARCH OPK 516,1 26068 188768
REMOVE DDB 966,9 50469 473031
SEARCH MNN 857,6 87480 195447
REMOVE JUR 866,8 86288 431260
REMOVE QLJ 189,4 91733 985297
ADD XDO 528,8 56998 803459
ADD BFF 12,6 53067 279611
REMOVE JWZ 277,7 64069 664342
REMOVE ZBP 696,8 85876 42391
SEARCH DAN 560,3 43081 665175
REMOVE EGR 250,0 15374 533587
UPDATE RNT JKE 33,5 76425 318361
REMOVE ABP 717,6 16212 506892
ADD HEW 293,4 95535 625601
SEARCH VTE 625,2 37404 85594
REMOVE PVZ 119,0 17009 964936
ADD KWE 970,4 92027 108961
UPDATE VJU URA 75,0 64954 316070
REMOVE EQV 378,7 37428 51560
UPDATE JFH TBF 54,0 50134 153172
ADD BKK 444,9 95325 285031
ADD OZE 596,4 44748 163906
ADD DIT 460,0 14884 355434
REMOVE ZVK 217,1 5468 376273
ADD LGA 585,3 40620 369759
SEARCH SJB 86,7 84606 130955
SEARCH VVE 871,6 81725 884383
UPDATE QAV VDH 25,5 12596 763539
ADD KIJ 425,1 15062 570591
UPDATE KGT NKX 97,2 98461 40545
ADD AGX 841,5 1645 566333
ADD QQU 729,5 4788 55338
ADD NKX 348,9 81499 372174
REMOVE RNP 605,0 311 277967
ADD ROO 677,2 23271 298627
REMOVE NYP 816,8 80862 514106
ADD JMM 262,6 56770 896526
REMOVE VEC 821,4 94355 771503
ADD EVK 623,6 97229 110649
REMOVE QIQ 645,2 48278 212389
ADD FYH 804,2 60354 682386
SEARCH VZB 924,0 52846 409148
REMOVE EUA 390,3 33368 790621
ADD PIZ 918,2 11251 864216
SEARCH YPB 369,5 88673 180969
ADD BDX 33,0 46196 573109
ADD UEY 729,0 1746 61721
SEARCH RKT 342,6 63572 724364
SEARCH KNQ 960,7 79246 990328
SEARCH VKM 284,4 60189 208493
ADD ATY 195,5 21935 361503
SEARCH UEI 396,6 88215 794636
ADD XOR 106,8 52364 664432
UPDATE PSE WHH 90,9 22312 894796
ADD GOA 995,4 9826 729812
ADD BYU 516,8 44612 492432
ADD OPI 113,4 59533 493116
REMOVE KOO 877,1 5269 60480
REMOVE SLZ 639,9 24760 407053
UPDATE BNN LSX 26,0 6029 123473
REMOVE JSJ 115,0 10049 172441
UPDATE FRN JQB 98,6 43030 35172
REMOVE QOW 4,9 93508 900009
UPDATE BAC WNG 37,0 25234 325242
REMOVE EAZ 56,7 42220 950445
ADD DMY 305,0 31423 391598
REMOVE FKV 574,8 41747 10832
ADD WHS 266,8 8654 604802
UPDATE OCZ VXH 49,0 50509 155888
REMOVE WZG 460,5 30964 285963
REMOVE YIZ 666,5 12683 97647
ADD ZYE 460,1 51197 753295
UPDATE ZUI ECV 10,0 15557 530197
REMOVE JQB 772,0 47700 436311
REMOVE LBT 281,0 74836 222717
REMOVE HIW 61,6 73607 924810
REMOVE CSA 848,5 98227 941373
REMOVE DGO 53,3 6696 994079
ADD WRA 112,0 71458 525835
REMOVE NML 671,4 43076 259615
ADD BLI 140,7 76587 50129
ADD USS 579,0 78196 572013
ADD VST 649,9 74788 42400
REMOVE XZA 128,5 38849 718842
REMOVE SKZ 244,1 32660 114627
ADD LHY 995,2 21050 137621
REMOVE FYE 509,7 47396 692736
UPDATE LMO DLG 92,4 80385 431177
ADD YSU 368,9 42567 529480
ADD VAD 590,0 12419 741835
SEARCH DNB 307,0 31961 768746
ADD AQF 196,7 7577 698241
ADD IUB 369,6 16093 35446
ADD MAK 368,3 71689 363520
REMOVE FSQ 691,6 43631 925611
REMOVE NBC 855,0 67331 788354
ADD JWZ 741,5 87384 484474
REMOVE RVR 194,4 84161 477374
SEARCH WSB 89,0 70455 580062
UPDATE EMV HPI 44,3 75537 785968
ADD UOM 909,3 3898 885527
REMOVE UCN 411,1 93293 176988
ADD GDN 117,5 24957 535165
ADD JHJ 11,0 28503 824590
UPDATE VDT XBP 88,4 51236 132119
REMOVE DPT 445,8 69524 811991
SEARCH HAI 699,1 64614 691547
SEARCH MVX 629,5 58352 132322
ADD JBT 567,7 60386 623218
ADD GER 28,6 19441 496101
ADD JZA 885,3 92046 766560
SEARCH RWW 947,9 54154 380501
REMOVE DAB 930,3 45989 985687
ADD TNS 179,2 73477 191706
SEARCH WES 965,5 9130 390769
SEARCH XTK 786,3 94697 702502
ADD MRA 447,0 6943 723971
ADD FUE 622,9 16035 129364
ADD EVO 993,0 1463 345519
ADD GHT 689,7 53129 749111
REMOVE BVU 765,2 83453 178731
REMOVE WLN 481,1 11928 80952
REMOVE ALD 608,9 91768 769124
ADD ESV 30,7 42835 620004
ADD WFW 770,5 31732 708903
REMOVE CSM 451,2 54291 869055
SEARCH UMW 506,4 5207 891562
REMOVE UNP 649,4 32626 457731
SEARCH JWJ 45,7 71778 850014
ADD OWX 388,4 5470 709561
ADD JOI 440,7 23448 144240
REMOVE YDJ 510,4 23752 380312
ADD DGB 993,9 16269 890172
ADD FQK 513,0 11844 973696
SEARCH XTP 491,6 79960 940263
ADD KLD 622,4 25394 87180
UPDATE TDT DXQ 21,6 14894 335597
REMOVE XLU 190,1 4538 288230
REMOVE CFU 892,5 75262 268197
ADD COZ 283,1 37147 302522
ADD KXC 469,4 18651 744092
REMOVE FHX 247,7 79596 769603
SEARCH LHL 987,5 12351 9726
REMOVE FKA 557,3 79455 217850
ADD HQZ 31,3 77942 148180
ADD MSM 587,3 58855 146684
REMOVE INW 154,2 583 209169
ADD GXD 92,5 42015 849118
REMOVE ZEJ 18,9 53429 785049
SEARCH ALP 194,1 1133 693135
ADD ZUP 505,8 11009 141975
ADD YLU 123,1 59313 204342
ADD EMH 811,7 88166 970120
SEARCH LHX 886,4 12653 505280
ADD VQL 491,1 34239 372104
SEARCH PNZ 862,5 18009 978561
REMOVE TRO 742,3 48954 412235
REMOVE QGZ 260,3 21362 987486
ADD SBY 144,1 75587 26851
REMOVE OEI 7,5 14718 367582
ADD PVI 677,4 97506 302098
ADD BLV 293,8 30645 407652
ADD IAH 743,3 90401 592056
ADD DST 955,7 44330 584384
ADD DOQ 112,2 9031 37621
ADD HDP 627,7 17431 268589
ADD EGD 223,0 54144 193434
REMOVE ZPG 34,2 8100 554865
REMOVE PVT 3,4 32491 443042
REMOVE ZFI 586,4 92101 804514
ADD MEK 734,1 96322 26030
UPDATE WBM FOE 62,4 39401 1256
UPDATE PNO MSU 93,6 46429 523997
REMOVE SXP 123,3 46848 464199
REMOVE TIE 207,0 24508 832502
REMOVE YEG 176,5 42137 735735
REMOVE YWO 985,2 19508 36053
UPDATE UOJ BAD 82,2 26014 269346
REMOVE SMY 32,4 16121 171825
REMOVE JNB 262,3 18366 593188
REMOVE GFO 444,5 7631 565031
ADD FOO 861,7 64413 499766
REMOVE TRS 99,8 61512 515280
ADD JCT 86,8 58823 667889
ADD VBM 998,1 76309 176526
SEARCH UTM 563,3 60004 219605
SEARCH XKO 539,7 89338 601431
ADD HXL 50,9 57777 661811
UPDATE HOR LFD 4,0 89769 637453
ADD DUI 921,1 8332 597429
ADD OQE 121,2 59896 169660
ADD XAT 124,2 27690 745122
REMOVE RTR 866,9 41083 943989
REMOVE OVZ 251,0 32588 66585
UPDATE CTS WPS 54,8 50375 564808
SEARCH EDT 560,1 31959 846748
ADD EIY 349,8 15280 263409
ADD WEH 169,4 61698 295266
ADD HMM 906,1 89465 430035
ADD WAG 309,5 67273 871559
ADD IKM 139,0 10120 108580
UPDATE TCW GUV 74,6 31208 51272
REMOVE EBJ 143,9 71545 802719
ADD BKS 394,3 85060 45532
SEARCH GNW 581,9 9618 24650
SEARCH AYV 881,3 20809 276243
SEARCH XGE 820,2 66283 538039
SEARCH GNK 423,3 26105 256365
SEARCH AZX 422,5 45793 942833
REMOVE WBY 747,8 78388 780868
REMOVE CZF 553,4 69327 441459
REMOVE JNG 590,4 60094 70702
ADD LZY 126,3 11779 888566
UPDATE GRV HJC 72,3 92453 579589
UPDATE VBM MUI 26,9 76919 557623
SEARCH TWH 613,3 10888 875298
REMOVE WIV 301,6 19869 870735
REMOVE VOB 973,2 96217 481402
ADD JVD 852,2 24173 611802
ADD SCW 886,3 31093 599739
SEARCH BQH 143,0 70447 710902
UPDATE QPU VSN 45,0 72555 162670
SEARCH DJQ 223,6 21162 672871
ADD IDL 5,6 68648 350165
UPDATE EXF VZE 76,7 26397 142042
REMOVE TOA 141,3 60674 261525
ADD TEI 694,0 65534 860773
REMOVE TOH 661,2 33076 232238
REMOVE ABX 814,3 47213 933217
ADD ILH 448,0 20929 760152
ADD XEN 276,6 37157 752753
REMOVE TZG 190,8 53059 998654
SEARCH VNW 837,2 47820 904497
SEARCH GMM 96,5 4287 637005
ADD ZYP 831,8 34435 562319
ADD CUL 133,9 4597 534854
UPDATE EQW EHZ 72,1 33753 463405
ADD YSI 190,5 92375 616758
ADD SMW 50,0 71408 857601
ADD NCN 819,7 55560 88884
REMOVE TVC 783,5 55062 317844
ADD LFW 152,3 11984 636316
ADD EPS 166,0 64616 645815
ADD IGP 782,4 5881 585171
UPDATE XRA SYZ 3,4 60266 931251
ADD PIO 899,6 12358 66810
ADD CZC 962,3 76791 204656
REMOVE JCA 664,9 79238 708523
REMOVE YRW 647,1 69723 835080
ADD EKL 524,3 26708 301984
UPDATE XBA ITT 65,7 12413 77288
REMOVE MEX 515,8 6544 692893
ADD KEL 205,7 37627 503744
UPDATE XAM ZJY 58,9 84098 872384
ADD QMU 521,4 26529 837856
ADD FEQ 247,8 85366 673124
REMOVE SNH 931,9 44207 341681
ADD YSR 715,8 58197 859442
ADD RVL 581,2 45091 121187
UPDATE UZL ZXF 65,1 4664 198175
ADD MKN 539,5 71653 730076
SEARCH IUS 996,0 1039 254594
UPDATE RRR SEH 14,4 40710 623262
SEARCH BMW 511,7 92842 653759
ADD GFJ 468,9 88261 302255
REMOVE AOM 982,7 53431 615035
ADD OAK 614,9 45209 394658
UPDATE EKH FZK 18,0 97594 483822
ADD HJM 848,3 56836 95236
ADD BLX 580,5 29976 813192
ADD DXG 154,9 41736 681040
ADD VON 285,8 51452 162712
UPDATE XVB OZJ 95,2 43675 267396
UPDATE BTY DSG 28,0 57131 358691
ADD NWN 507,1 55604 10500
REMOVE WBC 911,9 36303 512392
SEARCH KPU 27,4 60840 284821
SEARCH GEL 441,9 84056 611848
ADD BSL 720,2 84641 148694
ADD PMR 338,1 17443 900420
UPDATE WAM FZQ 27,7 94605 876724
ADD BUM 674,8 60312 893054
ADD GPX 367,6 59310 880270
ADD OZO 403,6 63636 898979
UPDATE JIF EFC 99,4 73737 201347
ADD YOS 120,6 20358 586571
REMOVE LKZ 212,9 4649 734537
REMOVE PGP 733,9 65275 450489
ADD JZS 317,4 67932 45577
ADD WCQ 706,2 57058 787106
ADD VMZ 554,3 21137 996554
REMOVE RHC 962,5 74298 567909
ADD IHC 408,7 88505 739289
ADD GGE 930,7 19297 799381
ADD HBO 773,0 17037 392268
ADD YUZ 354,7 90191 718981
REMOVE CVM 901,5 7382 538347
UPDATE NOQ DSU 27,3 27455 20605
REMOVE MEO 599,2 20963 408850
ADD SQW 284,3 33040 929840
ADD YYD 554,9 82596 472277
REMOVE MTA 174,0 30513 472990
SEARCH DAR 347,5 56521 45093
ADD TYR 688,9 29349 513630
SEARCH FAS 683,3 43365 459695
SEARCH TZM 559,2 31957 525203
UPDATE GVG BKS 8,4 12631 524270
ADD AXP 207,8 89603 508628
UPDATE YVF OBJ 69,0 70218 97438
ADD GVJ 764,5 5593 884752
ADD SSG 426,8 76458 838820
REMOVE SZO 280,4 30881 59664
ADD PVK 161,0 38925 423492
ADD MPG 941,8 84930 142352
ADD SOA 319,7 44150 834702
REMOVE FDW 428,9 14461 378034
UPDATE PGF LRQ 70,6 27547 460343
REMOVE TSM 748,5 4371 291806
REMOVE DUV 278,4 1056 832733
ADD MAT 988,7 54606 433332
ADD QZE 22,6 76169 245890
REMOVE PVI 28,4 45843 403614
ADD KSP 460,1 69294 230593
ADD VPC 881,9 65699 972900
REMOVE UWV 226,6 82101 26927
SEARCH CAX 269,2 37045 555675
ADD XMY 130,2 28661 91695
UPDATE BCM FGO 12,2 48460 352390
ADD FGR 97,0 34739 815117
REMOVE URK 268,2 85622 28738
ADD MKZ 537,3 30513 271133
ADD WIK 347,1 8746 314410
UPDATE QZO GED 9,0 29825 55745
REMOVE ZTP 172,1 63080 419675
REMOVE LHB 953,3 43945 907562
ADD HVV 53,5 34299 846336
ADD GGA 120,9 22952 212425
UPDATE JOH ZHK 77,4 78835 887613
REMOVE AWV 535,1 40139 372404
